BuchungsDatum,ArtikelNr,Quantity,Postenart,Source No_
2021-08-11,item x,-2.04,Verbrauch,part x
2021-08-11,item x,-1.48,Verbrauch,part x
2021-08-11,item x,-2.43,Verbrauch,part x
2021-08-12,item x,-1.72,Verbrauch,part x
2021-08-12,item x,-1.97,Verbrauch,part x
2021-08-12,item x,-2.82,Verbrauch,part x
2021-08-12,item x,-2.45,Verbrauch,part x
2021-08-12,item x,-3.3,Verbrauch,part x
2021-08-12,item x,-12.61,Verbrauch,part x
2021-08-12,item x,-10.23,Verbrauch,part x
2021-08-13,item x,-3.34,Verbrauch,part x
2021-08-13,item x,-2.86,Verbrauch,part x
2021-08-13,item x,-3.66,Verbrauch,part x
2021-08-16,item x,-23.09,Verbrauch,part x
2021-08-16,item x,-3.77,Verbrauch,part x
2021-08-13,item x,-3.02,Verbrauch,part x
2021-08-16,item x,-1.14,Verbrauch,part x
2021-08-16,item x,-1.02,Verbrauch,part x
2021-08-16,item x,-0.67,Verbrauch,part x
2021-08-17,item x,-0.38,Verbrauch,part x
2021-08-17,item x,-1.62,Verbrauch,part x
2021-08-17,item x,-2.22,Verbrauch,part x
2021-08-17,item x,-1.11,Verbrauch,part x
2021-08-17,item x,-0.3,Verbrauch,part x
2021-08-17,item x,-2.77,Verbrauch,part x
2021-08-17,item x,-2.56,Verbrauch,part x
2021-08-17,item x,-1.1,Verbrauch,part x
2021-08-17,item x,-0.27,Verbrauch,part x
2021-08-17,item x,-1.97,Verbrauch,part x
2021-08-17,item x,-3.56,Verbrauch,part x
2021-08-17,item x,-3.07,Verbrauch,part x
2021-08-20,item x,-2.63,Verbrauch,part x
2021-08-20,item x,-3.78,Verbrauch,part x
2021-08-20,item x,-1.39,Verbrauch,part x
2021-08-20,item x,-3.46,Verbrauch,part x
2021-08-20,item x,-5.5,Verbrauch,part x
2021-08-20,item x,-4.92,Verbrauch,part x
2021-08-20,item x,-5.64,Verbrauch,part x
2021-08-20,item x,-3.97,Verbrauch,part x
2021-08-20,item x,-4.49,Verbrauch,part x
2021-08-20,item x,-6.99,Verbrauch,part x
2021-08-20,item x,-3.13,Verbrauch,part x
2021-08-20,item x,-2.17,Verbrauch,part x
2021-08-20,item x,-3.13,Verbrauch,part x
2021-08-20,item x,-4.4,Verbrauch,part x
2021-08-24,item x,-1.43,Verbrauch,part x
2021-08-24,item x,-2.28,Verbrauch,part x
2021-08-24,item x,-1.75,Verbrauch,part x
2021-08-24,item x,-2.62,Verbrauch,part x
2021-08-25,item x,-2.54,Verbrauch,part x
2021-08-25,item x,-1.28,Verbrauch,part x
2021-08-25,item x,-1.93,Verbrauch,part x
2021-08-25,item x,-3.15,Verbrauch,part x
2021-08-25,item x,-3.27,Verbrauch,part x
2021-08-25,item x,-1.04,Verbrauch,part x
2021-08-26,item x,-0.86,Verbrauch,part x
2021-08-26,item x,-0.76,Verbrauch,part x
2021-08-26,item x,-2.26,Verbrauch,part x
2021-08-26,item x,-6.91,Verbrauch,part x
2021-08-26,item x,-1.85,Verbrauch,part x
2021-08-26,item x,-1.79,Verbrauch,part x
2021-08-26,item x,-1.09,Verbrauch,part x
2021-08-26,item x,-1.04,Verbrauch,part x
2021-08-26,item x,-5.55,Verbrauch,part x
2021-08-26,item x,-4.74,Verbrauch,part x
2021-08-26,item x,-2.21,Verbrauch,part x
2021-08-27,item x,-3.27,Verbrauch,part x
2021-08-27,item x,-2.43,Verbrauch,part x
2021-08-30,item x,-0.31,Verbrauch,part x
2021-08-30,item x,-2.55,Verbrauch,part x
2021-08-30,item x,-2.62,Verbrauch,part x
2021-08-30,item x,-2.64,Verbrauch,part x
2021-08-30,item x,-9.02,Verbrauch,part x
2021-08-30,item x,-1.18,Verbrauch,part x
2021-08-30,item x,-3.18,Verbrauch,part x
2021-08-31,item x,-2.52,Verbrauch,part x
2021-08-31,item x,-0.54,Verbrauch,part x
2021-09-01,item x,29.14,Zugang,part x
2021-09-02,item x,-4.12,Verbrauch,part x
2021-09-02,item x,-2.03,Verbrauch,part x
2021-09-02,item x,-15.89,Verbrauch,part x
2021-09-02,item x,-9.89,Verbrauch,part x
2021-09-02,item x,-3.06,Verbrauch,part x
2021-09-02,item x,-4.63,Verbrauch,part x
2021-09-02,item x,-15.88,Verbrauch,part x
2021-09-02,item x,-15.25,Verbrauch,part x
2021-09-02,item x,-3.48,Verbrauch,part x
2021-09-02,item x,-2.86,Verbrauch,part x
2021-09-02,item x,-2.08,Verbrauch,part x
2021-09-02,item x,-0.39,Verbrauch,part x
2021-09-02,item x,-2.26,Verbrauch,part x
2021-09-03,item x,-3.59,Verbrauch,part x
2021-09-07,item x,-0.65,Verbrauch,part x
2021-09-07,item x,-0.51,Verbrauch,part x
2021-09-07,item x,-1.51,Verbrauch,part x
2021-09-08,item x,-4.05,Verbrauch,part x
2021-09-08,item x,-0.79,Verbrauch,part x
2021-09-08,item x,-3.3,Verbrauch,part x
2021-09-08,item x,-1.35,Verbrauch,part x
2021-09-08,item x,-5.67,Verbrauch,part x
2021-09-08,item x,-14.15,Verbrauch,part x
2021-09-08,item x,-1.63,Verbrauch,part x
2021-09-08,item x,-1.86,Verbrauch,part x
2021-09-08,item x,-0.59,Verbrauch,part x
2021-09-08,item x,-1.21,Verbrauch,part x
2021-09-08,item x,-7.59,Verbrauch,part x
2021-09-08,item x,-6.26,Verbrauch,part x
2021-09-09,item x,-1.17,Verbrauch,part x
2021-09-09,item x,-4.06,Verbrauch,part x
2021-09-09,item x,-5.98,Verbrauch,part x
2021-09-09,item x,-2.15,Verbrauch,part x
2021-09-09,item x,-0.74,Verbrauch,part x
2021-09-10,item x,-1.09,Verbrauch,part x
2021-09-10,item x,-3.12,Verbrauch,part x
2021-09-13,item x,-2.0,Verbrauch,part x
2021-09-13,item x,-0.89,Verbrauch,part x
2021-09-13,item x,-1.92,Verbrauch,part x
2021-09-13,item x,-1.65,Verbrauch,part x
2021-09-13,item x,-0.57,Verbrauch,part x
2021-09-14,item x,-2.21,Verbrauch,part x
2021-09-14,item x,-2.18,Verbrauch,part x
2021-09-15,item x,-0.17,Verbrauch,part x
2021-09-14,item x,-2.72,Verbrauch,part x
2021-09-14,item x,-3.08,Verbrauch,part x
2021-09-14,item x,-1.76,Verbrauch,part x
2021-09-15,item x,-2.92,Verbrauch,part x
2021-09-16,item x,-2.99,Verbrauch,part x
2021-09-16,item x,-6.7,Verbrauch,part x
2021-09-16,item x,-2.42,Verbrauch,part x
2021-09-16,item x,-1.22,Verbrauch,part x
2021-09-16,item x,-3.76,Verbrauch,part x
2021-09-16,item x,-2.17,Verbrauch,part x
2021-09-16,item x,-2.46,Verbrauch,part x
2021-09-17,item x,-1.04,Verbrauch,part x
2021-09-17,item x,-0.67,Verbrauch,part x
2021-09-17,item x,-1.79,Verbrauch,part x
2021-09-17,item x,-1.44,Verbrauch,part x
2021-09-17,item x,-3.3,Verbrauch,part x
2021-09-17,item x,-0.71,Verbrauch,part x
2021-09-17,item x,-0.92,Verbrauch,part x
2021-09-17,item x,-2.46,Verbrauch,part x
2021-09-17,item x,-0.45,Verbrauch,part x
2021-09-20,item x,-3.0,Verbrauch,part x
2021-09-15,item x,-1.69,Verbrauch,part x
2021-09-20,item x,-3.79,Verbrauch,part x
2021-09-20,item x,-3.42,Verbrauch,part x
2021-09-20,item x,-3.55,Verbrauch,part x
2021-09-20,item x,-1.72,Verbrauch,part x
2021-09-20,item x,-2.31,Verbrauch,part x
2021-09-20,item x,-2.1,Verbrauch,part x
2021-09-20,item x,-5.29,Verbrauch,part x
2021-09-20,item x,-6.92,Verbrauch,part x
2021-09-21,item x,-0.62,Verbrauch,part x
2021-09-21,item x,-1.27,Verbrauch,part x
2021-09-21,item x,-3.38,Verbrauch,part x
2021-09-21,item x,-1.72,Verbrauch,part x
2021-09-21,item x,-0.65,Verbrauch,part x
2021-09-21,item x,-20.11,Verbrauch,part x
2021-09-21,item x,-3.42,Verbrauch,part x
2021-09-21,item x,-0.56,Verbrauch,part x
2021-09-22,item x,-3.68,Verbrauch,part x
2021-09-22,item x,-0.92,Verbrauch,part x
2021-09-23,item x,-2.07,Verbrauch,part x
2021-09-23,item x,-0.58,Verbrauch,product x
2021-09-24,item x,-5.52,Verbrauch,part x
2021-09-24,item x,-0.67,Verbrauch,part x
2021-09-27,item x,-5.89,Verbrauch,part x
2021-09-28,item x,-7.39,Verbrauch,part x
2021-09-28,item x,-8.04,Verbrauch,part x
2021-09-28,item x,-7.18,Verbrauch,part x
2021-09-28,item x,-1.53,Verbrauch,part x
2021-09-28,item x,-0.34,Verbrauch,part x
2021-09-29,item x,-1.57,Verbrauch,part x
2021-09-29,item x,-2.69,Verbrauch,part x
2021-09-28,item x,-2.99,Verbrauch,part x
2021-09-29,item x,-0.48,Verbrauch,part x
2021-09-29,item x,-8.16,Verbrauch,part x
2021-09-30,item x,-2.24,Verbrauch,part x
2021-09-30,item x,-0.53,Verbrauch,part x
2021-10-01,item x,-0.48,Verbrauch,part x
2021-10-01,item x,-2.21,Verbrauch,part x
2021-10-01,item x,-0.73,Verbrauch,part x
2021-10-01,item x,-1.79,Verbrauch,part x
2021-10-01,item x,-2.27,Verbrauch,part x
2021-10-01,item x,-2.83,Verbrauch,part x
2021-10-01,item x,-3.77,Verbrauch,part x
2021-10-01,item x,-0.36,Verbrauch,part x
2021-10-01,item x,-0.53,Verbrauch,part x
2021-10-01,item x,-2.69,Verbrauch,part x
2021-10-04,item x,-30.38,Verbrauch,part x
2021-10-06,item x,-1.51,Verbrauch,part x
2021-10-06,item x,-3.62,Verbrauch,part x
2021-10-06,item x,-0.31,Verbrauch,part x
2021-10-05,item x,-3.15,Verbrauch,part x
2021-10-05,item x,-0.67,Verbrauch,part x
2021-10-05,item x,-0.49,Verbrauch,part x
2021-10-05,item x,-1.6,Verbrauch,part x
2021-10-05,item x,-1.9,Verbrauch,part x
2021-10-05,item x,-3.37,Verbrauch,product x
2021-10-06,item x,-3.35,Verbrauch,product x
2021-10-07,item x,-6.0,Verbrauch,part x
2021-10-07,item x,-0.14,Verbrauch,part x
2021-10-07,item x,-1.79,Verbrauch,part x
2021-10-07,item x,-1.95,Verbrauch,part x
2021-10-07,item x,-1.79,Verbrauch,part x
2021-10-07,item x,-2.17,Verbrauch,part x
2021-10-07,item x,-3.64,Verbrauch,part x
2021-10-08,item x,-3.97,Verbrauch,part x
2021-10-08,item x,-3.32,Verbrauch,part x
2021-10-11,item x,-12.14,Verbrauch,part x
2021-10-11,item x,-2.04,Verbrauch,part x
2021-10-11,item x,-3.3,Verbrauch,part x
2021-10-11,item x,-1.72,Verbrauch,part x
2021-10-11,item x,-2.25,Verbrauch,part x
2021-10-11,item x,-2.79,Verbrauch,part x
2021-10-11,item x,-0.33,Verbrauch,part x
2021-10-11,item x,-3.09,Verbrauch,part x
2021-10-11,item x,-1.44,Verbrauch,part x
2021-10-11,item x,-3.27,Verbrauch,part x
2021-10-11,item x,-1.57,Verbrauch,part x
2021-10-11,item x,-1.38,Verbrauch,part x
2021-10-11,item x,-0.36,Verbrauch,part x
2021-10-11,item x,-0.69,Verbrauch,part x
2021-10-12,item x,-0.35,Verbrauch,part x
2021-10-13,item x,-34.68,Verbrauch,part x
2021-10-14,item x,-5.52,Verbrauch,part x
2021-10-14,item x,-0.63,Verbrauch,part x
2021-10-15,item x,-1.55,Verbrauch,part x
2021-10-15,item x,-1.35,Verbrauch,part x
2021-10-15,item x,-11.74,Verbrauch,part x
2021-10-15,item x,-0.74,Verbrauch,part x
2021-10-15,item x,-2.68,Verbrauch,part x
2021-10-15,item x,-1.08,Verbrauch,part x
2021-10-15,item x,-3.77,Verbrauch,part x
2021-10-18,item x,5.24,Zugang,part x
2021-10-18,item x,-3.44,Verbrauch,part x
2021-10-18,item x,-1.85,Verbrauch,part x
2021-10-19,item x,-2.81,Verbrauch,part x
2021-10-19,item x,-3.8,Verbrauch,part x
2021-10-19,item x,-2.12,Verbrauch,part x
2021-10-20,item x,-12.36,Verbrauch,part x
2021-10-20,item x,-1.67,Verbrauch,part x
2021-10-21,item x,-5.47,Verbrauch,part x
2021-10-21,item x,-2.92,Verbrauch,part x
2021-10-21,item x,-7.18,Verbrauch,part x
2021-10-21,item x,-0.35,Verbrauch,part x
2021-10-21,item x,-0.95,Verbrauch,part x
2021-10-22,item x,-2.58,Verbrauch,part x
2021-10-22,item x,-1.92,Verbrauch,part x
2021-10-22,item x,-3.02,Verbrauch,part x
2021-10-22,item x,-2.23,Verbrauch,part x
2021-10-22,item x,-13.11,Verbrauch,part x
2021-10-25,item x,-3.23,Verbrauch,part x
2021-10-25,item x,-1.37,Verbrauch,part x
2021-10-25,item x,-3.19,Verbrauch,part x
2021-10-25,item x,-0.6,Verbrauch,part x
2021-10-25,item x,-2.78,Verbrauch,part x
2021-10-26,item x,-2.44,Verbrauch,part x
2021-10-26,item x,-14.27,Verbrauch,part x
2021-10-26,item x,-2.81,Verbrauch,part x
2021-10-26,item x,-2.4,Verbrauch,part x
2021-10-26,item x,-2.07,Verbrauch,part x
2021-10-27,item x,-0.52,Verbrauch,part x
2021-10-27,item x,-3.39,Verbrauch,part x
2021-10-27,item x,-3.61,Verbrauch,part x
2021-10-27,item x,-2.55,Verbrauch,part x
2021-10-27,item x,-0.77,Verbrauch,part x
2021-10-27,item x,-1.02,Verbrauch,part x
2021-10-27,item x,-1.04,Verbrauch,part x
2021-10-28,item x,-0.79,Verbrauch,part x
2021-10-28,item x,-3.62,Verbrauch,part x
2021-10-29,item x,-2.06,Verbrauch,part x
2021-10-29,item x,-2.41,Verbrauch,part x
2021-10-29,item x,-1.65,Verbrauch,part x
2021-10-29,item x,-1.07,Verbrauch,part x
2021-10-29,item x,-0.24,Verbrauch,part x
2021-10-29,item x,-2.84,Verbrauch,part x
2021-10-29,item x,-0.95,Verbrauch,part x
2021-11-01,item x,-11.39,Verbrauch,part x
2021-11-01,item x,-0.32,Verbrauch,part x
2021-11-01,item x,-3.62,Verbrauch,part x
2021-11-02,item x,-3.51,Verbrauch,part x
2021-11-02,item x,-0.65,Verbrauch,part x
2021-11-02,item x,-2.45,Verbrauch,part x
2021-11-02,item x,-2.04,Verbrauch,part x
2021-11-02,item x,-1.51,Verbrauch,product x
2021-11-02,item x,-3.39,Verbrauch,part x
2021-11-03,item x,-1.24,Verbrauch,part x
2021-11-03,item x,-3.1,Verbrauch,part x
2021-11-03,item x,-3.15,Verbrauch,part x
2021-11-03,item x,-5.47,Verbrauch,part x
2021-11-03,item x,-1.94,Verbrauch,part x
2021-11-03,item x,-1.63,Verbrauch,part x
2021-11-03,item x,-1.05,Verbrauch,part x
2021-11-01,item x,-2.56,Verbrauch,part x
2021-11-02,item x,-1.84,Verbrauch,part x
2021-11-04,item x,-0.57,Verbrauch,part x
2021-11-04,item x,-3.75,Verbrauch,part x
2021-11-04,item x,-2.3,Verbrauch,part x
2021-11-04,item x,-0.63,Verbrauch,part x
2021-11-04,item x,-3.64,Verbrauch,part x
2021-11-04,item x,-0.4,Verbrauch,part x
2021-11-04,item x,-1.37,Verbrauch,part x
2021-11-04,item x,-6.09,Verbrauch,part x
2021-11-04,item x,-2.75,Verbrauch,part x
2021-11-04,item x,-3.64,Verbrauch,part x
2021-11-02,item x,-1.67,Verbrauch,part x
2021-11-02,item x,-0.76,Verbrauch,part x
2021-11-05,item x,-1.32,Verbrauch,part x
2021-11-05,item x,-0.93,Verbrauch,part x
2021-11-05,item x,-1.56,Verbrauch,part x
2021-11-05,item x,-1.2,Verbrauch,part x
2021-11-05,item x,-2.08,Verbrauch,part x
2021-11-05,item x,-2.77,Verbrauch,part x
2021-11-05,item x,-1.17,Verbrauch,part x
2021-11-05,item x,-3.52,Verbrauch,part x
2021-11-08,item x,-0.69,Verbrauch,part x
2021-11-05,item x,-0.97,Verbrauch,part x
2021-11-05,item x,-2.81,Verbrauch,part x
2021-11-08,item x,-3.35,Verbrauch,part x
2021-11-08,item x,-6.44,Verbrauch,part x
2021-11-08,item x,-5.64,Verbrauch,part x
2021-11-08,item x,-3.97,Verbrauch,part x
2021-11-08,item x,-1.61,Verbrauch,part x
2021-11-08,item x,-2.56,Verbrauch,part x
2021-11-08,item x,-2.46,Verbrauch,part x
2021-11-08,item x,-1.54,Verbrauch,part x
2021-11-08,item x,-1.26,Verbrauch,part x
2021-11-08,item x,-3.21,Verbrauch,part x
2021-11-08,item x,-3.8,Verbrauch,part x
2021-11-08,item x,-0.21,Verbrauch,part x
2021-11-08,item x,-2.59,Verbrauch,part x
2021-11-08,item x,-1.8,Verbrauch,part x
2021-11-08,item x,-0.52,Verbrauch,part x
2021-11-08,item x,-2.08,Verbrauch,part a
2021-11-08,item x,-9.05,Verbrauch,part x
2021-11-08,item x,-2.7,Verbrauch,part x
2021-11-08,item x,-3.21,Verbrauch,part x
2021-11-09,item x,-0.93,Verbrauch,part x
2021-11-09,item x,-2.72,Verbrauch,part x
2021-11-09,item x,-1.33,Verbrauch,part x
2021-11-09,item x,-3.13,Verbrauch,part x
2021-11-09,item x,-2.95,Verbrauch,part x
2021-11-09,item x,-1.13,Verbrauch,part x
2021-11-09,item x,-2.77,Verbrauch,part x
2021-11-09,item x,-0.3,Verbrauch,part x
2021-11-10,item x,-0.58,Verbrauch,part x
2021-11-10,item x,-5.28,Verbrauch,part x
2021-11-10,item x,-11.19,Verbrauch,part x
2021-11-10,item x,-2.92,Verbrauch,part x
2021-11-10,item x,-0.76,Verbrauch,part x
2021-11-10,item x,-3.55,Verbrauch,part x
2021-11-10,item x,-43.83,Verbrauch,part x
2021-11-11,item x,-5.77,Verbrauch,part x
2021-11-11,item x,-1.5,Verbrauch,part x
2021-11-11,item x,-3.5,Verbrauch,part x
2021-11-11,item x,-2.93,Verbrauch,part x
2021-11-11,item x,-2.93,Verbrauch,part x
2021-11-11,item x,-2.09,Verbrauch,part x
2021-11-11,item x,-1.62,Verbrauch,part x
2021-11-11,item x,-0.81,Verbrauch,part x
2021-11-11,item x,-0.87,Verbrauch,part x
2021-11-11,item x,-5.02,Verbrauch,part x
2021-11-12,item x,-4.23,Verbrauch,part x
2021-11-12,item x,-1.52,Verbrauch,part x
2021-11-12,item x,-0.93,Verbrauch,part x
2021-11-12,item x,-1.94,Verbrauch,part x
2021-11-12,item x,-0.88,Verbrauch,part x
2021-11-12,item x,-1.78,Verbrauch,part x
2021-11-12,item x,-1.3,Verbrauch,part x
2021-11-15,item x,-3.22,Verbrauch,part x
2021-11-15,item x,-1.55,Verbrauch,part x
2021-11-15,item x,-6.19,Verbrauch,part x
2021-11-15,item x,-2.69,Verbrauch,part x
2021-11-15,item x,-1.67,Verbrauch,part x
2021-11-15,item x,-3.23,Verbrauch,part x
2021-11-16,item x,-8.36,Verbrauch,part x
2021-11-16,item x,-12.86,Verbrauch,part x
2021-11-16,item x,-1.05,Verbrauch,part x
2021-11-16,item x,-0.65,Verbrauch,part x
2021-11-16,item x,-1.51,Verbrauch,part x
2021-11-16,item x,-1.27,Verbrauch,part x
2021-11-16,item x,-1.74,Verbrauch,part x
2021-11-16,item x,-2.08,Verbrauch,part x
2021-11-16,item x,-1.55,Verbrauch,part x
2021-11-16,item x,-1.48,Verbrauch,part x
2021-11-16,item x,-3.44,Verbrauch,part x
2021-11-18,item x,-1.46,Verbrauch,part x
2021-11-18,item x,-0.5,Verbrauch,part x
2021-11-18,item x,-1.05,Verbrauch,part x
2021-11-18,item x,-1.4,Verbrauch,part x
2021-11-18,item x,-2.68,Verbrauch,part x
2021-11-18,item x,-7.18,Verbrauch,part x
2021-11-18,item x,-3.33,Verbrauch,part x
2021-11-18,item x,-6.06,Verbrauch,part x
2021-11-18,item x,-3.72,Verbrauch,part x
2021-11-19,item x,-2.92,Verbrauch,part x
2021-11-19,item x,-0.8,Verbrauch,part x
2021-11-19,item x,-0.2,Verbrauch,part x
2021-11-19,item x,-1.35,Verbrauch,part x
2021-11-19,item x,-2.6,Verbrauch,part x
2021-11-22,item x,-2.86,Verbrauch,part x
2021-11-22,item x,-0.47,Verbrauch,part x
2021-11-19,item x,-12.14,Verbrauch,part x
2021-11-22,item x,-2.94,Verbrauch,part x
2021-11-22,item x,-0.68,Verbrauch,part x
2021-11-22,item x,-2.7,Verbrauch,part x
2021-11-22,item x,-3.42,Verbrauch,part x
2021-11-22,item x,-1.62,Verbrauch,part x
2021-11-22,item x,-1.58,Verbrauch,part x
2021-11-22,item x,-1.0,Verbrauch,part x
2021-11-22,item x,-1.09,Verbrauch,part x
2021-11-22,item x,-0.24,Verbrauch,part x
2021-11-22,item x,-3.03,Verbrauch,part x
2021-11-22,item x,-2.7,Verbrauch,part x
2021-11-23,item x,-1.29,Verbrauch,part x
2021-11-23,item x,-6.63,Verbrauch,part x
2021-11-23,item x,-5.29,Verbrauch,part x
2021-11-23,item x,-2.98,Verbrauch,part x
2021-11-23,item x,-3.35,Verbrauch,part x
2021-11-23,item x,-4.62,Verbrauch,part x
2021-11-23,item x,-5.15,Verbrauch,part x
2021-11-23,item x,-1.7,Verbrauch,part x
2021-11-23,item x,-2.87,Verbrauch,part x
2021-11-23,item x,-1.1,Verbrauch,part x
2021-11-23,item x,-1.65,Verbrauch,part x
2021-11-23,item x,-0.21,Verbrauch,part x
2021-11-24,item x,-6.38,Verbrauch,part x
2021-11-24,item x,-1.06,Verbrauch,part x
2021-11-24,item x,-3.84,Verbrauch,part x
2021-11-24,item x,-4.87,Verbrauch,part x
2021-11-24,item x,-1.56,Verbrauch,part x
2021-11-24,item x,-2.08,Verbrauch,part x
2021-11-25,item x,-1.61,Verbrauch,part x
2021-11-25,item x,-3.28,Verbrauch,part x
2021-11-25,item x,-2.43,Verbrauch,part x
2021-11-25,item x,-0.78,Verbrauch,part x
2021-11-25,item x,-1.68,Verbrauch,part x
2021-11-26,item x,-0.85,Verbrauch,part x
2021-11-26,item x,-6.01,Verbrauch,part x
2021-11-29,item x,-1.79,Verbrauch,part x
2021-11-29,item x,-2.61,Verbrauch,part x
2021-11-29,item x,-0.51,Verbrauch,part x
2021-11-29,item x,-0.22,Verbrauch,part x
2021-11-29,item x,-14.16,Verbrauch,part x
2021-11-29,item x,-3.44,Verbrauch,part x
2021-11-29,item x,-1.12,Verbrauch,part x
2021-11-29,item x,-2.13,Verbrauch,part x
2021-11-29,item x,-3.54,Verbrauch,part x
2021-11-29,item x,-0.38,Verbrauch,part x
2021-11-26,item x,-1.03,Verbrauch,part x
2021-11-29,item x,-1.05,Verbrauch,part x
2021-11-29,item x,-0.84,Verbrauch,part x
2021-11-29,item x,-0.33,Verbrauch,part x
2021-11-29,item x,-1.96,Verbrauch,part x
2021-11-29,item x,-2.97,Verbrauch,part x
2021-11-29,item x,-0.91,Verbrauch,part x
2021-11-29,item x,-2.98,Verbrauch,part x
2021-11-29,item x,-1.54,Verbrauch,part x
2021-11-29,item x,-3.79,Verbrauch,part x
2021-11-29,item x,-0.95,Verbrauch,part x
2021-11-29,item x,-0.36,Verbrauch,part x
2021-11-29,item x,-0.37,Verbrauch,part x
2021-11-29,item x,-3.66,Verbrauch,part x
2021-11-29,item x,-2.71,Verbrauch,part x
2021-11-29,item x,-2.11,Verbrauch,part x
2021-11-29,item x,-2.68,Verbrauch,part x
2021-11-29,item x,-1.55,Verbrauch,part x
2021-11-30,item x,-0.49,Verbrauch,part x
2021-12-01,item x,-0.69,Verbrauch,part x
2021-12-01,item x,-2.59,Verbrauch,part x
2021-12-01,item x,-0.6,Verbrauch,part x
2021-12-01,item x,-0.39,Verbrauch,part x
2021-12-02,item x,-0.99,Verbrauch,part x
2021-12-02,item x,-0.63,Verbrauch,part x
2021-12-02,item x,-1.21,Verbrauch,part x
2021-12-02,item x,2.89,Verbrauch,part x
2021-12-02,item x,2.12,Verbrauch,part x
2021-12-02,item x,7.23,Verbrauch,part x
2021-12-02,item x,-1.6,Umlagerung,part x
2021-12-02,item x,1.48,Umlagerung,part x
2021-12-02,item x,-0.85,Umlagerung,part x
2021-12-02,item x,0.7,Umlagerung,part x
2021-12-02,item x,-0.72,Umlagerung,part x
2021-12-02,item x,1.84,Umlagerung,part x
2021-12-02,item x,-0.54,Umlagerung,part x
2021-12-02,item x,4.01,Umlagerung,part x
2021-12-02,item x,-3.09,Umlagerung,part x
2021-12-02,item x,2.56,Umlagerung,part x
2021-12-02,item x,-1.07,Umlagerung,part x
2021-12-02,item x,0.23,Umlagerung,part x
2021-12-03,item x,-20.59,Verbrauch,part x
2021-12-03,item x,-5.24,Verbrauch,part x
2021-12-03,item x,-1.46,Verbrauch,part x
2021-12-03,item x,-2.98,Verbrauch,part x
2021-12-03,item x,-2.29,Verbrauch,part x
2021-12-03,item x,-2.32,Verbrauch,part x
2021-12-03,item x,-3.09,Verbrauch,part x
2021-12-03,item x,-1.19,Verbrauch,part x
2021-12-06,item x,-2.12,Verbrauch,part x
2021-12-06,item x,-1.47,Verbrauch,part x
2021-12-07,item x,-2.78,Verbrauch,part x
2021-12-07,item x,-2.35,Verbrauch,part x
2021-12-07,item x,-1.93,Verbrauch,part x
2021-12-07,item x,-3.07,Verbrauch,part x
2021-12-08,item x,-0.47,Verbrauch,part x
2021-12-08,item x,-1.43,Verbrauch,part x
2021-12-08,item x,-3.23,Verbrauch,part x
2021-12-08,item x,-0.98,Verbrauch,part x
2021-12-09,item x,-3.04,Verbrauch,part x
2021-12-09,item x,-23.3,Verbrauch,part x
2021-12-09,item x,-1.13,Verbrauch,part x
2021-12-09,item x,-1.24,Verbrauch,part x
2021-12-09,item x,-6.96,Verbrauch,part x
2021-12-09,item x,-10.07,Verbrauch,part x
2021-12-09,item x,-0.58,Verbrauch,part x
2021-12-09,item x,-0.37,Verbrauch,part x
2021-12-10,item x,-2.35,Verbrauch,part x
2021-12-10,item x,-2.6,Verbrauch,part x
2021-12-10,item x,-2.75,Verbrauch,part x
2021-12-10,item x,-2.56,Verbrauch,part x
2021-12-13,item x,-3.23,Verbrauch,part x
2021-12-14,item x,-3.73,Verbrauch,part x
2021-12-14,item x,-2.61,Verbrauch,part x
2021-12-14,item x,-1.19,Verbrauch,part x
2021-12-14,item x,-0.84,Verbrauch,part x
2021-12-14,item x,-0.53,Verbrauch,part x
2021-12-15,item x,-1.5,Verbrauch,part x
2021-12-15,item x,-1.43,Verbrauch,part x
2021-12-14,item x,-3.74,Verbrauch,part x
2021-12-14,item x,-3.03,Verbrauch,part x
2021-12-14,item x,-3.32,Verbrauch,part x
2021-12-16,item x,-2.04,Verbrauch,part x
2021-12-16,item x,-0.72,Verbrauch,part x
2021-12-16,item x,-3.57,Verbrauch,part x
2021-12-16,item x,-2.83,Verbrauch,part x
2021-12-16,item x,-0.71,Verbrauch,part x
2021-12-16,item x,-1.3,Verbrauch,part x
2021-12-16,item x,-1.93,Verbrauch,part x
2021-12-16,item x,-1.19,Verbrauch,part x
2021-12-16,item x,-1.38,Verbrauch,part x
2021-12-16,item x,-1.51,Verbrauch,part x
2021-12-16,item x,-2.61,Verbrauch,part x
2021-12-16,item x,-2.64,Verbrauch,part x
2021-12-17,item x,-2.68,Verbrauch,part x
2021-12-17,item x,-2.08,Verbrauch,part x
2021-12-20,item x,-1.38,Verbrauch,part x
2021-12-20,item x,-1.29,Verbrauch,part x
2021-12-17,item x,-0.54,Verbrauch,part x
2021-12-17,item x,-3.08,Verbrauch,part x
2021-12-20,item x,-1.35,Verbrauch,part x
2021-12-20,item x,-2.87,Verbrauch,part x
2021-12-20,item x,-0.93,Verbrauch,part x
2021-12-20,item x,-1.07,Verbrauch,part x
2021-12-20,item x,-3.7,Verbrauch,part x
2021-12-20,item x,-3.45,Verbrauch,part x
2021-12-20,item x,-4.01,Verbrauch,part x
2021-12-20,item x,-3.56,Verbrauch,part x
2021-12-20,item x,-3.7,Verbrauch,part x
